WARNING: 1 open meshes merged
     Merged: H_Tail
...Mass Properties...
5 Num Comps
5 Total Num Meshes
3200 Total Num Tris

6.169176034103714e-02             Total Mass
6.401446843095887e-01 -7.008775959772254e-07 2.907664094314967e-02       Center of Gravity
4.080964191206862e-03 6.464117171068804e-03 9.656174555141559e-03       Ixx, Iyy, Izz
-2.900888789351591e-06 -1.562421288258921e-04 9.032917986897600e-06       Ixy, Ixz, Iyz
6.169176034103714e-02             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Main_Wing	4.745583154817420e-03	5.021900027027921e-01	5.029887406534466e-01	1.768880077884031e-01	4.748759271609763e-04	2.623772551696050e-05	4.977774939107082e-04	-1.336437137288887e-05	-4.955316413218950e-07	2.528889186574548e-05	4.745583154817420e-03
Main_Wing	4.745217377588829e-03	5.021893320313034e-01	-5.030281428309925e-01	1.768896275102838e-01	4.736937666445503e-04	2.620817802955427e-05	4.966216202444590e-04	1.330143393319739e-05	-4.861089409959761e-07	-2.485660787191387e-05	4.745217377588829e-03
Fuselage	5.084320843780542e-02	6.479938757638490e-01	-7.938882104742638e-07	-3.416888141491866e-06	4.318109982557005e-04	5.351760097658385e-03	5.421961270458828e-03	-2.822493068110432e-06	-4.522026941823616e-07	8.577722957950852e-06	5.084320843780542e-02
H_Tail	9.599120214673992e-04	1.320063631437175e+00	2.316317992500579e-17	5.003362768178723e-02	3.892804386272444e-05	4.011253937591078e-06	4.287544170412065e-05	-2.022117899455868e-08	-1.429608094523855e-08	2.619830546758715e-08	9.599120214673992e-04
V_Tail	3.978393493580008e-04	1.287549473179614e+00	2.903712818052262e-07	1.687076080715294e-01	1.783991685351809e-06	3.104471107252739e-06	1.337650360502553e-06	2.991559724063911e-09	7.006100746984533e-07	-1.689763607799683e-10	3.978393493580008e-04
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	6.169176034103714e-02	6.401446843095887e-01	-7.008775959772254e-07	2.907664094314967e-02	4.080964191206862e-03	6.464117171068804e-03	9.656174555141559e-03	-2.900888789351591e-06	-1.562421288258921e-04	9.032917986897600e-06	6.169176034103714e-02

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
20 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
3.695181485540922e-02	6.790262952302075e-04	3.695181485540919e-02	-1.404522785910539e-17	-4.500285186876339e-18	1.301785961027158e-06	1.292633887366522e-06	1.554431023998830e-06	2.530426602416243e-08	2.225290673249413e-10	-6.955319889607365e-09	6.790262952302075e-04
1.108554445662277e-01	2.521411412461374e-03	9.095289806445914e-02	-7.948748833312334e-18	-8.333526457196934e-18	1.068085685423310e-05	9.864361777697266e-06	1.197436044367478e-05	4.749763438849695e-08	-2.656105648570073e-09	2.124121812811847e-07	2.521411412461374e-03
1.847590742770461e-01	5.243422050077279e-03	1.396503721731799e-01	8.049948007419326e-18	-3.414231438210291e-18	3.097690366361647e-05	3.267897398968911e-05	3.868658920787719e-05	8.142306868188680e-08	-9.874768019901126e-09	8.165330230383533e-07	5.243422050077279e-03
2.586627039878646e-01	8.553511160142552e-03	1.857064789727993e-01	1.170687337048141e-17	-5.108088681634342e-18	5.992310147381943e-05	7.726163013413079e-05	8.806395062871573e-05	-1.123232529740674e-07	-2.970276074429588e-08	1.426318998471905e-06	8.553511160142552e-03
3.325663336986830e-01	1.208882910130086e-02	2.286549130103400e-01	1.443472965641481e-18	-4.719183768651712e-18	9.250271356224465e-05	1.489867494085859e-04	1.648647104018073e-04	-3.732006212293451e-07	-6.034876241394101e-08	2.049605479302897e-06	1.208882910130086e-02
4.064699634095014e-01	1.735374886204656e-02	2.826018716788509e-01	-3.321665838589621e-09	1.768336943548623e-02	8.516118655243134e-04	3.341973107168191e-04	9.826709737214981e-04	-6.924555748347658e-07	3.791103493753295e-05	2.693250698438352e-06	1.735374886204656e-02
4.803735931203199e-01	2.491182885592030e-02	3.426044712401239e-01	-7.882886464908237e-08	4.103918503448863e-02	2.495381898794674e-03	6.547450104006353e-04	2.734960977440658e-03	-9.444550180043904e-07	1.180276021885963e-04	3.586169497079388e-06	2.491182885592030e-02
5.542772228311383e-01	3.139276958289587e-02	3.863036597731620e-01	-9.354810352718048e-08	4.922832185018279e-02	3.616224266128502e-03	9.661187790890874e-04	4.020043653009602e-03	-1.235371349175174e-06	1.611628399963273e-04	4.262814896275243e-06	3.139276958289587e-02
6.281808525419568e-01	3.572090139834032e-02	4.156107694056655e-01	-8.370645538353586e-08	4.699815566537952e-02	3.790728547021739e-03	1.227084155316146e-03	4.388501402622077e-03	-1.521996673656093e-06	1.441978400560824e-04	4.851095016860820e-06	3.572090139834032e-02
7.020844822527752e-01	3.925621933949863e-02	4.414098828643475e-01	-7.616805921498425e-08	4.276561810265026e-02	3.830387034307656e-03	1.515962165060352e-03	4.675337078297858e-03	-1.762862492212082e-06	1.008572220956874e-04	5.446083710150430e-06	3.925621933949863e-02
7.759881119635936e-01	4.279153728065694e-02	4.690518067405017e-01	-6.987526574803613e-08	3.923244153197896e-02	3.869051512240854e-03	1.902717968736016e-03	5.061404507474197e-03	-2.016960866349811e-06	5.442402782488163e-05	6.050871586247268e-06	4.279153728065694e-02
8.498917416744121e-01	4.632685522181525e-02	4.981146526478019e-01	-6.454290983044289e-08	3.623851600521158e-02	3.906602910982388e-03	2.399151289474591e-03	5.557826495421926e-03	-2.286789143222079e-06	5.598796929825136e-06	6.657303610857681e-06	4.632685522181525e-02
9.237953713852305e-01	4.986217316297357e-02	5.282961827876697e-01	-5.996670120123897e-08	3.366913990972058e-02	3.943269938913287e-03	3.016433495313048e-03	6.175643391888429e-03	-2.548554664608125e-06	-4.510458801849032e-05	7.260624523113528e-06	4.986217316297357e-02
9.976990010960490e-01	5.331958905234330e-02	5.587337910171915e-01	-5.607826490163055e-08	3.148592317129065e-02	3.978048257383632e-03	3.749592893905452e-03	6.909941955817056e-03	-2.817408671330013e-06	-9.623559123898528e-05	7.842252207926773e-06	5.331958905234330e-02
1.071602630806868e+00	5.641134046111955e-02	5.868427305491293e-01	-5.300476845549578e-08	2.976026576755367e-02	4.006771441444814e-03	4.535212210185045e-03	7.697413442590852e-03	-2.911067341971872e-06	-1.434347528428348e-04	8.460069678401516e-06	5.641134046111955e-02
1.145506260517686e+00	5.883089124735812e-02	6.098190063545540e-01	-5.082482988195745e-08	2.853630888181149e-02	4.024970237204099e-03	5.270598105110242e-03	8.433925343400150e-03	-2.855099318638199e-06	-1.820145648612359e-04	8.906334804748579e-06	5.883089124735812e-02
