...Wave Drag Slice...
Inlet Area: 0.000000
Exit Area: 0.000000

Theta:   0.00, Start:   0.07, End:   1.52
Theta: 180.00, Start:  -0.13, End:   1.65
         0.00000000,          0.00000000
         0.05263158,          0.00000000
         0.10526316,          0.00000000
         0.15789474,          0.00000000
         0.21052632,          0.00000000
         0.26315789,          0.00000000
         0.31578947,          0.00000000
         0.36842105,          0.03897439
         0.42105263,          0.04819004
         0.47368421,          0.01819750
         0.52631579,          0.00000000
         0.57894737,          0.00000000
         0.63157895,          0.00000000
         0.68421053,          0.00000000
         0.73684211,          0.00442245
         0.78947368,          0.00755418
         0.84210526,          0.00317686
         0.89473684,          0.00091071
         0.94736842,          0.00055580
         1.00000000,          0.00000008

CDWave:          0.00036178 
Mach:          1.50000000 
Set Name: All 
